date,brand,store_label,store_id,rate,unit_count
2026-04-28,1box,1Box,900790,23.51,14
2026-04-28,1box,1Box,904654,30.01,8
2026-04-28,shurgard,Shurgard Den Haag Binckhorst,900460,33.56,31
2026-04-28,shurgard,Shurgard Den Haag Centrum,900461,29.99,23
2026-04-28,shurgard,Shurgard Den Haag Lozerlaan,900462,25.36,12
2026-04-28,shurgard,Shurgard Rijswijk,900464,29.9,29
2026-04-28,shurgard,Shurgard The Hague Church Gardens,909553,21.9,17
2026-04-28,allsafe,AllSafe The Hague South,901395,29.59,18
