date,brand,store_label,store_id,rate,unit_count
2026-04-28,1box,1Box,906016,20.65,11
2026-04-28,shurgard,Shurgard Rotterdam Spaanse Polder Giessenweg,900486,26.03,23
2026-04-28,shurgard,Shurgard Rotterdam Spaanse Polder Schuttevaerweg,900487,25.53,14
2026-04-28,allsafe,AllSafe Rotterdam,901399,32.52,13
