date,brand,store_label,store_id,rate,unit_count
2026-04-28,1box,1Box,901417,20.68,9
2026-04-28,shurgard,Shurgard Eindhoven Acht,900471,15.69,32
2026-05-26,shurgard,Shurgard Eindhoven Acht,900471,15.91,33
