date,brand,store_label,store_id,rate,unit_count
2026-04-28,1box,1Box,906065,26.78,13
2026-04-28,1box,1Box,906068,20.44,11
2026-04-28,shurgard,Shurgard Rotterdam Stadionweg,900489,23.13,18
2026-04-28,allsafe,AllSafe Ridderkerk,901398,27.93,16
