date,brand,store_label,store_id,rate,unit_count
2026-04-28,1box,1Box,901421,14.12,4
2026-04-28,1box,1Box,908410,14.78,5
2026-04-28,shurgard,Shurgard Kerkrade,900496,22.61,15
