date,brand,store_label,store_id,rate,unit_count
2026-04-28,1box,1Box,901415,11.81,13
2026-04-28,shurgard,Shurgard Breda,900456,26.77,18
2026-04-28,allsafe,AllSafe Breda,901411,25.71,15
