date,brand,store_label,store_id,rate,unit_count
2026-04-28,1box,1Box,904655,16.86,11
2026-04-28,shurgard,Shurgard AM Utrecht,900492,24.13,12
2026-04-28,shurgard,Shurgard Utrecht Franciscus,900493,25.96,19
2026-04-28,shurgard,Shurgard Utrecht Leidsche Rijn,900494,24.45,14
2026-04-28,allsafe,AllSafe Utrecht,901390,30.2,15
2026-04-28,allsafe,Robotic Storage Utrecht,901392,34.62,38
