date,brand,store_label,store_id,rate,unit_count
2026-04-28,shurgard,Shurgard Almere Buiten,900439,18.47,23
2026-04-28,shurgard,Shurgard Almere Stad,900440,20.85,22
2026-04-28,shurgard,Shurgard Almere Veluwsekant,908621,14.05,22
2026-04-28,allsafe,AllSafe Almere,901401,30.42,18
2026-04-28,allsafe,AllSafe Almere,908389,26.26,24
