date,brand,store_label,store_id,rate,unit_count
2026-04-28,1box,1Box,901419,19.56,11
2026-04-28,shurgard,Shurgard Groningen Bornholmstraat,900476,21.76,14
2026-04-28,shurgard,Shurgard Groningen Peizerweg,902586,26.96,19
2026-04-28,allsafe,AllSafe Groningen,901407,23.59,17
